neutral,output,control,function,positions,multi_allowed,social_context,context,slangs
Market mein bahut bheed thi,Market mein dimag kharab bahut bheed thi,ASSERT_ANXIETY,negative_eval,MIDDLE,True,Peer / Tired,Shopping,dimag kharab
Gym jana shuru kiya hai,"Theek hai, Gym jana shuru kiya hai",ASSERT_EXCITED,filler,START,True,Peer / Happy,Fitness,theek hai
Flight time par land ho gayi,Flight time par land ho gayi lallantop,ASSERT_EXCITED,positive_eval,END,True,Peer / Casual,Travel,lallantop
Main tumhari help kar dunga,"Mast, Main tumhari help kar dunga mast",ASSERT_POSITIVE,positive_eval,START|END,False,Peer / Casual,Helping,mast
Naya update install kar liya,"Abe, Naya update install kar liya",ASSERT_CONFUSION,filler,START,True,Casual / Calm,Tech,abe
Train late chal rahi hai,"Bhai, Train late chal rahi hai bhai",ASSERT_NEGATIVE,filler,START|END,False,Casual / Frustrated,Travel,bhai
Market mein bahut bheed thi,Market mein bahut bheed thi bro,ASSERT_STRESS,filler,END,True,Colleague / Annoyed,Shopping,bro
Paise khatam ho gaye,Paise khatam ho gaye guru,ASSERT_ANXIETY,filler,END,True,Peer / Tired,Finance,guru
Nayi web series start ki,Nayi web series start ki abe,ASSERT_CONFUSION,filler,END,True,Colleague / Neutral,Entertainment,abe
Bonus mil gaya aaj,"Superb, Bonus mil gaya aaj",ASSERT_EXCITED,positive_eval,START,True,Colleague / Excited,Finance,superb
Result bahut badiya aaya,"Superb, Result bahut badiya aaya",ASSERT_POSITIVE,positive_eval,START,True,Casual / Joyful,Academics,superb
System crash ho gaya,"Bro, System crash ho gaya",ASSERT_STRESS,filler,START,True,Peer / Angry,Tech Issue,bro
Assignment bahut lamba hai,"Bhai, Assignment bahut lamba hai",ASSERT_FRUSTRATION,filler,START,True,Friend / Anxious,Academics,bhai
Kal meri chhutti hai,"Theek hai, Kal meri chhutti hai theek hai",ASSERT_EXCITED,filler,START|END,False,Friend / Excited,Work,theek hai
Nayi web series start ki,Nayi web bro series start ki,INFO_STATEMENT,filler,MIDDLE,True,Friend / Normal,Entertainment,bro
Kripya shanti banaye rakhein,Kripya shanti bro banaye rakhein,ASSERT_CONFUSION,filler,MIDDLE,True,Friend / Normal,Conduct,bro
Flight time par land ho gayi,Flight time par land ho gayi scene set,ASSERT_POSITIVE,idiom,END,True,Peer / Casual,Travel,scene set
Bonus mil gaya aaj,"Boss, Bonus mil gaya aaj",ASSERT_EXCITED,filler,START,True,Peer / Casual,Finance,boss
Raat ko der ho gayi,"Bro, Raat ko der ho gayi",REQUEST_NEUTRAL,filler,START,True,Friend / Normal,Daily life,bro
Manager gusse mein tha,Manager gusse mein tha bro,ASSERT_NEGATIVE,filler,END,True,Peer / Tired,Work,bro
Nayi web series start ki,"Bro, Nayi web series start ki",ASSERT_CONFUSION,filler,START,True,Colleague / Neutral,Entertainment,bro
Bonus mil gaya aaj,Bonus mil yaar gaya aaj,ASSERT_HAPPY,filler,MIDDLE,True,Casual / Joyful,Finance,yaar
Bonus mil gaya aaj,"Kadak, Bonus mil gaya aaj kadak",ASSERT_EXCITED,positive_eval,START|END,False,Peer / Casual,Finance,kadak
Gana bahut loudly baj raha hai,"Panga, Gana bahut loudly baj raha hai panga",ASSERT_NEGATIVE,idiom,START|END,False,Casual / Frustrated,Music,panga
Laptop ki battery khatam ho gayi,"Kharaab, Laptop ki battery khatam ho gayi",ASSERT_NEGATIVE,negative_eval,START,True,Peer / Angry,Tech,kharaab
Paise khatam ho gaye,Paise khatam ho gaye bekaar,ASSERT_STRESS,negative_eval,END,True,Peer / Angry,Finance,bekaar
Yeh gaana bahut achha hai,Yeh gaana bahut achha hai mast,ASSERT_POSITIVE,positive_eval,END,True,Colleague / Excited,Music,mast
Thand badh gayi hai,"Bhai, Thand badh gayi hai",ASSERT_NEUTRAL,filler,START,True,Friend / Normal,Weather,bhai
Party bahut mazedaar thi,Party bahut sun mazedaar thi,ASSERT_EXCITED,discourse_marker,MIDDLE,True,Colleague / Excited,Party,sun
Main tumhari help kar dunga,Main tumhari yaar help kar dunga,ASSERT_HAPPY,filler,MIDDLE,True,Peer / Happy,Helping,yaar
Flight time par land ho gayi,Flight time par land ho gayi abe,ASSERT_EXCITED,filler,END,True,Casual / Joyful,Travel,abe
Bhookh lag rahi hai,"Bro, Bhookh lag rahi hai bro",ASSERT_CONFUSION,filler,START|END,False,Peer / Casual,Food,bro
Kripya shanti banaye rakhein,"Bro, Kripya shanti banaye rakhein",REQUEST_NEUTRAL,filler,START,True,Colleague / Neutral,Conduct,bro
Gym jana shuru kiya hai,Gym jana abe shuru kiya hai,ASSERT_POSITIVE,filler,MIDDLE,True,Friend / Excited,Fitness,abe
Aaj ka din bahut lamba tha,"Guru, Aaj ka din bahut lamba tha guru",ASSERT_SADNESS,filler,START|END,False,Peer / Tired,Daily life,guru
Dava kha li maine,"Yaar, Dava kha li maine yaar",ASSERT_CONFUSION,filler,START|END,False,Peer / Casual,Health,yaar
Thand badh gayi hai,Thand badh sun gayi hai,ASSERT_CONFUSION,discourse_marker,MIDDLE,True,Friend / Normal,Weather,sun
Pizza bahut tasty tha,"Solid, Pizza bahut tasty tha solid",ASSERT_EXCITED,positive_eval,START|END,False,Peer / Casual,Food,solid
Train late chal rahi hai,Train late chal rahi hai kabaada,ASSERT_SADNESS,negative_eval,END,True,Peer / Serious,Travel,kabaada
Bonus mil gaya aaj,Bonus mil mast gaya aaj,ASSERT_POSITIVE,positive_eval,MIDDLE,True,Friend / Excited,Finance,mast
Flight time par land ho gayi,"Solid, Flight time par land ho gayi solid",ASSERT_POSITIVE,positive_eval,START|END,False,Casual / Joyful,Travel,solid
Gana bahut loudly baj raha hai,Gana bahut loudly baj raha hai yaar,ASSERT_SADNESS,filler,END,True,Peer / Tired,Music,yaar
Match ka result achha tha,Match ka lallantop result achha tha,ASSERT_HAPPY,positive_eval,MIDDLE,True,Colleague / Excited,Sports,lallantop
Match ka result achha tha,Match ka bro result achha tha,ASSERT_POSITIVE,filler,MIDDLE,True,Peer / Happy,Sports,bro
Kal meri chhutti hai,Kal meri bhai chhutti hai,ASSERT_EXCITED,filler,MIDDLE,True,Friend / Excited,Work,bhai
Paise khatam ho gaye,"Sun, Paise khatam ho gaye sun",ASSERT_NEGATIVE,discourse_marker,START|END,False,Peer / Angry,Finance,sun
Paise khatam ho gaye,"Abe, Paise khatam ho gaye abe",ASSERT_SADNESS,filler,START|END,False,Peer / Tired,Finance,abe
Internet ki speed slow hai,Internet ki speed slow hai siyappa,ASSERT_STRESS,idiom,END,True,Peer / Serious,Tech Issue,siyappa
Yeh gaana bahut achha hai,Yeh gaana mast bahut achha hai,ASSERT_HAPPY,positive_eval,MIDDLE,True,Casual / Joyful,Music,mast
Kuch samajh nahi aa raha,Kuch samajh siyappa nahi aa raha,ASSERT_SADNESS,idiom,MIDDLE,True,Peer / Serious,Confusion,siyappa
Baarish shuru ho gayi,"Guru, Baarish shuru ho gayi",ASSERT_CONFUSION,filler,START,True,Casual / Calm,Weather,guru
Gana bahut loudly baj raha hai,"Load, Gana bahut loudly baj raha hai load",ASSERT_NEGATIVE,idiom,START|END,False,Friend / Anxious,Music,load
Mujhe yeh movie pasand aayi,"Bro, Mujhe yeh movie pasand aayi",ASSERT_HAPPY,filler,START,True,Friend / Excited,Entertainment,bro
Laptop ki battery khatam ho gayi,"Jhand, Laptop ki battery khatam ho gayi jhand",ASSERT_ANXIETY,negative_eval,START|END,False,Peer / Serious,Tech,jhand
Subah jaldi uthna pada,"Bakwaas, Subah jaldi uthna pada bakwaas",ASSERT_ANXIETY,negative_eval,START|END,False,Colleague / Annoyed,Daily life,bakwaas
Body mein pain ho raha hai,"Scene, Body mein pain ho raha hai",ASSERT_ANXIETY,filler,START,True,Peer / Tired,Health,scene
Result bahut badiya aaya,Result bahut guru badiya aaya,ASSERT_EXCITED,filler,MIDDLE,True,Colleague / Excited,Academics,guru
Main tumhari help kar dunga,"Scene, Main tumhari help kar dunga",ASSERT_HAPPY,filler,START,True,Friend / Excited,Helping,scene
Nayi web series start ki,"Sun, Nayi web series start ki",ASSERT_CONFUSION,discourse_marker,START,True,Colleague / Neutral,Entertainment,sun
Yeh gaana bahut achha hai,Yeh gaana solid bahut achha hai,ASSERT_HAPPY,positive_eval,MIDDLE,True,Peer / Casual,Music,solid
Project deadline pass aa rahi hai,Project deadline pass aa rahi hai abe,ASSERT_ANXIETY,filler,END,True,Peer / Serious,Work,abe
Manager gusse mein tha,Manager gusse mein tha boss,ASSERT_STRESS,filler,END,True,Colleague / Annoyed,Work,boss
Mujhe akele rehna pasand hai,Mujhe akele boss rehna pasand hai,REQUEST_NEUTRAL,filler,MIDDLE,True,Peer / Casual,Personal,boss
Gana bahut loudly baj raha hai,"Bekaar, Gana bahut loudly baj raha hai",ASSERT_ANXIETY,negative_eval,START,True,Peer / Tired,Music,bekaar
Train late chal rahi hai,"Bro, Train late chal rahi hai bro",ASSERT_NEGATIVE,filler,START|END,False,Peer / Tired,Travel,bro
Market mein bahut bheed thi,Market mein bahut bheed thi sun,ASSERT_FRUSTRATION,discourse_marker,END,True,Colleague / Annoyed,Shopping,sun
Assignment bahut lamba hai,Assignment bahut lamba hai dimag kharab,ASSERT_STRESS,negative_eval,END,True,Colleague / Annoyed,Academics,dimag kharab
Manager gusse mein tha,"Theek hai, Manager gusse mein tha",ASSERT_ANXIETY,filler,START,True,Friend / Anxious,Work,theek hai
Manager gusse mein tha,Manager gusse panga mein tha,ASSERT_NEGATIVE,idiom,MIDDLE,True,Friend / Anxious,Work,panga
Aaj presentation achhi gayi,"Solid, Aaj presentation achhi gayi",ASSERT_HAPPY,positive_eval,START,True,Casual / Joyful,Work,solid
Aaj presentation achhi gayi,Aaj presentation kadak achhi gayi,ASSERT_EXCITED,positive_eval,MIDDLE,True,Peer / Happy,Work,kadak
Aaj ka din bahut lamba tha,"Yaar, Aaj ka din bahut lamba tha yaar",ASSERT_STRESS,filler,START|END,False,Casual / Frustrated,Daily life,yaar
Khana bahut swadisht hai,"Bhadiya, Khana bahut swadisht hai",ASSERT_EXCITED,positive_eval,START,True,Peer / Casual,Food,bhadiya
Gym jana shuru kiya hai,"Abe, Gym jana shuru kiya hai",ASSERT_EXCITED,filler,START,True,Friend / Excited,Fitness,abe
Weekend ka plan kya hai,"Abe, Weekend ka plan kya hai",INFO_STATEMENT,filler,START,True,Friend / Normal,Outing,abe
Kripya shanti banaye rakhein,Kripya shanti banaye rakhein scene,ASSERT_CONFUSION,filler,END,True,Peer / Casual,Conduct,scene
Mujhe naya phone lena hai,"Boss, Mujhe naya phone lena hai boss",REQUEST_NEUTRAL,filler,START|END,False,Casual / Calm,Shopping,boss
Kuch samajh nahi aa raha,Kuch samajh nahi aa raha sun,ASSERT_STRESS,discourse_marker,END,True,Colleague / Annoyed,Confusion,sun
Paise khatam ho gaye,"Bhasad, Paise khatam ho gaye bhasad",ASSERT_NEGATIVE,idiom,START|END,False,Peer / Angry,Finance,bhasad
Gym jana shuru kiya hai,"Theek hai, Gym jana shuru kiya hai theek hai",ASSERT_HAPPY,filler,START|END,False,Peer / Happy,Fitness,theek hai
Mujhe yeh movie pasand aayi,Mujhe yeh superb movie pasand aayi,ASSERT_HAPPY,positive_eval,MIDDLE,True,Peer / Casual,Entertainment,superb
Subah jaldi uthna pada,"Kharaab, Subah jaldi uthna pada kharaab",ASSERT_STRESS,negative_eval,START|END,False,Casual / Frustrated,Daily life,kharaab
Coffee bahut strong hai,Coffee bahut strong hai lallantop,ASSERT_HAPPY,positive_eval,END,True,Peer / Casual,Food,lallantop
Nayi web series start ki,"Bhai, Nayi web series start ki",INFO_STATEMENT,filler,START,True,Friend / Normal,Entertainment,bhai
Bonus mil gaya aaj,Bonus mil gaya aaj kaint,ASSERT_POSITIVE,positive_eval,END,True,Peer / Happy,Finance,kaint
Aaj presentation achhi gayi,"Solid, Aaj presentation achhi gayi",ASSERT_POSITIVE,positive_eval,START,True,Colleague / Excited,Work,solid
Manager gusse mein tha,Manager gusse mein tha bhai,ASSERT_NEGATIVE,filler,END,True,Casual / Frustrated,Work,bhai
Traffic jam bahut lamba tha,Traffic jam bakwaas bahut lamba tha,ASSERT_NEGATIVE,negative_eval,MIDDLE,True,Peer / Angry,Commute,bakwaas
Baarish shuru ho gayi,Baarish shuru abe ho gayi,INFO_STATEMENT,filler,MIDDLE,True,Colleague / Neutral,Weather,abe
Pizza bahut tasty tha,"Yaar, Pizza bahut tasty tha yaar",ASSERT_HAPPY,filler,START|END,False,Colleague / Excited,Food,yaar
Dost ke sath ghoomne jana hai,Dost ke sath bawaal ghoomne jana hai,ASSERT_POSITIVE,positive_eval,MIDDLE,True,Peer / Happy,Outing,bawaal
Body mein pain ho raha hai,Body mein pain dimag kharab ho raha hai,ASSERT_FRUSTRATION,negative_eval,MIDDLE,True,Peer / Serious,Health,dimag kharab
Gana bahut loudly baj raha hai,"Siyappa, Gana bahut loudly baj raha hai",ASSERT_STRESS,idiom,START,True,Peer / Tired,Music,siyappa
Office mein bahut kaam hai,Office mein theek hai bahut kaam hai,ASSERT_SADNESS,filler,MIDDLE,True,Peer / Serious,Work,theek hai
Subah jaldi uthna pada,"Panga, Subah jaldi uthna pada panga",ASSERT_ANXIETY,idiom,START|END,False,Casual / Frustrated,Daily life,panga
Kripya shanti banaye rakhein,"Bhai, Kripya shanti banaye rakhein",REQUEST_NEUTRAL,filler,START,True,Peer / Casual,Conduct,bhai
Coffee bahut strong hai,Coffee bahut scene set strong hai,ASSERT_EXCITED,idiom,MIDDLE,True,Casual / Joyful,Food,scene set
Aaj presentation achhi gayi,"Kaint, Aaj presentation achhi gayi kaint",ASSERT_EXCITED,positive_eval,START|END,False,Colleague / Excited,Work,kaint
Internet ki speed slow hai,Internet ki speed slow hai bekaar,ASSERT_NEGATIVE,negative_eval,END,True,Friend / Anxious,Tech Issue,bekaar
Main tumhari help kar dunga,Main tumhari bhai help kar dunga,ASSERT_EXCITED,filler,MIDDLE,True,Peer / Casual,Helping,bhai
Traffic jam bahut lamba tha,Traffic jam bahut lamba tha abe,ASSERT_ANXIETY,filler,END,True,Casual / Frustrated,Commute,abe
Raat ko der ho gayi,Raat ko der ho gayi guru,ASSERT_NEUTRAL,filler,END,True,Colleague / Neutral,Daily life,guru
Main tumhari help kar dunga,Main tumhari help kar dunga chal,ASSERT_EXCITED,discourse_marker,END,True,Peer / Casual,Helping,chal
Project deadline pass aa rahi hai,"Scene, Project deadline pass aa rahi hai scene",ASSERT_SADNESS,filler,START|END,False,Friend / Anxious,Work,scene
Pizza bahut tasty tha,"Chal, Pizza bahut tasty tha",ASSERT_EXCITED,discourse_marker,START,True,Peer / Casual,Food,chal
Dost ke sath ghoomne jana hai,"Lallantop, Dost ke sath ghoomne jana hai lallantop",ASSERT_HAPPY,positive_eval,START|END,False,Colleague / Excited,Outing,lallantop
Mujhe samajh nahi aa raha,"Theek hai, Mujhe samajh nahi aa raha",ASSERT_STRESS,filler,START,True,Peer / Serious,Confusion,theek hai
Meeting kal tak postpone ho gayi,Meeting kal tak postpone ho gayi sun,ASSERT_NEUTRAL,discourse_marker,END,True,Peer / Casual,Work,sun
Internet ki speed slow hai,"Load, Internet ki speed slow hai load",ASSERT_FRUSTRATION,idiom,START|END,False,Peer / Tired,Tech Issue,load
Traffic jam bahut lamba tha,"Chal, Traffic jam bahut lamba tha chal",ASSERT_ANXIETY,discourse_marker,START|END,False,Friend / Anxious,Commute,chal
Body mein pain ho raha hai,Body mein pain ho raha hai watt lag gayi,ASSERT_SADNESS,idiom,END,True,Peer / Serious,Health,watt lag gayi
Aaj ka din bahut lamba tha,"Raddi, Aaj ka din bahut lamba tha",ASSERT_SADNESS,negative_eval,START,True,Casual / Frustrated,Daily life,raddi
Party bahut mazedaar thi,Party bahut jhakaas mazedaar thi,ASSERT_HAPPY,positive_eval,MIDDLE,True,Peer / Casual,Party,jhakaas
Gym jana shuru kiya hai,Gym jana shuru kiya hai solid,ASSERT_POSITIVE,positive_eval,END,True,Peer / Happy,Fitness,solid
Kal meri chhutti hai,Kal meri chhutti hai sun,ASSERT_EXCITED,discourse_marker,END,True,Casual / Joyful,Work,sun
Project deadline pass aa rahi hai,"Chal, Project deadline pass aa rahi hai chal",ASSERT_ANXIETY,discourse_marker,START|END,False,Friend / Anxious,Work,chal
Traffic jam bahut lamba tha,"Kharaab, Traffic jam bahut lamba tha",ASSERT_NEGATIVE,negative_eval,START,True,Friend / Anxious,Commute,kharaab
Paise khatam ho gaye,"Boss, Paise khatam ho gaye boss",ASSERT_FRUSTRATION,filler,START|END,False,Colleague / Annoyed,Finance,boss
Manager gusse mein tha,"Siyappa, Manager gusse mein tha siyappa",ASSERT_STRESS,idiom,START|END,False,Peer / Tired,Work,siyappa
Weekend ka plan kya hai,"Theek hai, Weekend ka plan kya hai theek hai",INFO_STATEMENT,filler,START|END,False,Friend / Normal,Outing,theek hai
Aaj presentation achhi gayi,Aaj presentation bhai achhi gayi,ASSERT_EXCITED,filler,MIDDLE,True,Friend / Excited,Work,bhai
Laptop ki battery khatam ho gayi,Laptop ki battery khatam ho gayi guru,ASSERT_FRUSTRATION,filler,END,True,Friend / Anxious,Tech,guru
Flight time par land ho gayi,"Yaar, Flight time par land ho gayi yaar",ASSERT_EXCITED,filler,START|END,False,Casual / Joyful,Travel,yaar
Mujhe nind aa rahi hai,"Chal, Mujhe nind aa rahi hai chal",REQUEST_NEUTRAL,discourse_marker,START|END,False,Friend / Normal,Personal,chal
Market mein bahut bheed thi,"Scene, Market mein bahut bheed thi scene",ASSERT_STRESS,filler,START|END,False,Friend / Anxious,Shopping,scene
Gym jana shuru kiya hai,Gym jana shuru kiya hai yaar,ASSERT_POSITIVE,filler,END,True,Peer / Happy,Fitness,yaar
Aaj ka din bahut lamba tha,Aaj ka din bahut lamba tha chal,ASSERT_SADNESS,discourse_marker,END,True,Colleague / Annoyed,Daily life,chal
Pizza bahut tasty tha,"Sun, Pizza bahut tasty tha",ASSERT_EXCITED,discourse_marker,START,True,Peer / Casual,Food,sun
Baarish shuru ho gayi,"Bhai, Baarish shuru ho gayi bhai",INFO_STATEMENT,filler,START|END,False,Colleague / Neutral,Weather,bhai
Kripya shanti banaye rakhein,"Yaar, Kripya shanti banaye rakhein",ASSERT_NEUTRAL,filler,START,True,Colleague / Neutral,Conduct,yaar
Gym jana shuru kiya hai,"Faadu, Gym jana shuru kiya hai",ASSERT_EXCITED,positive_eval,START,True,Colleague / Excited,Fitness,faadu
Bhookh lag rahi hai,"Scene, Bhookh lag rahi hai",ASSERT_CONFUSION,filler,START,True,Casual / Calm,Food,scene
Dost ke sath ghoomne jana hai,Dost ke sath scene ghoomne jana hai,ASSERT_POSITIVE,filler,MIDDLE,True,Casual / Joyful,Outing,scene
Kal meri chhutti hai,"Yaar, Kal meri chhutti hai yaar",ASSERT_EXCITED,filler,START|END,False,Peer / Happy,Work,yaar
Assignment bahut lamba hai,"Dimag kharab, Assignment bahut lamba hai dimag kharab",ASSERT_STRESS,negative_eval,START|END,False,Colleague / Annoyed,Academics,dimag kharab
Dost ke sath ghoomne jana hai,"Bhadiya, Dost ke sath ghoomne jana hai",ASSERT_POSITIVE,positive_eval,START,True,Peer / Happy,Outing,bhadiya
Exams paas aa rahe hain,"Boss, Exams paas aa rahe hain boss",ASSERT_FRUSTRATION,filler,START|END,False,Peer / Serious,Academics,boss
Traffic jam bahut lamba tha,Traffic jam bahut lamba tha sun,ASSERT_SADNESS,discourse_marker,END,True,Peer / Tired,Commute,sun
Traffic jam bahut lamba tha,"Scene, Traffic jam bahut lamba tha",ASSERT_NEGATIVE,filler,START,True,Friend / Anxious,Commute,scene
Party bahut mazedaar thi,Party bahut mazedaar thi boss,ASSERT_EXCITED,filler,END,True,Colleague / Excited,Party,boss
Kal meri chhutti hai,"Superb, Kal meri chhutti hai",ASSERT_POSITIVE,positive_eval,START,True,Casual / Joyful,Work,superb
Aaj presentation achhi gayi,Aaj presentation theek hai achhi gayi,ASSERT_EXCITED,filler,MIDDLE,True,Peer / Casual,Work,theek hai
Mausam aaj bahut achha hai,"Guru, Mausam aaj bahut achha hai",ASSERT_POSITIVE,filler,START,True,Casual / Joyful,Weather,guru
Kripya shanti banaye rakhein,Kripya shanti bhai banaye rakhein,REQUEST_NEUTRAL,filler,MIDDLE,True,Friend / Normal,Conduct,bhai
Party bahut mazedaar thi,"Kaint, Party bahut mazedaar thi",ASSERT_POSITIVE,positive_eval,START,True,Colleague / Excited,Party,kaint
Nayi web series start ki,Nayi web series start ki guru,REQUEST_NEUTRAL,filler,END,True,Friend / Normal,Entertainment,guru
Pizza bahut tasty tha,"Jhakaas, Pizza bahut tasty tha",ASSERT_POSITIVE,positive_eval,START,True,Peer / Happy,Food,jhakaas
Body mein pain ho raha hai,Body mein pain ho raha hai load,ASSERT_SADNESS,idiom,END,True,Peer / Serious,Health,load
Khana bahut swadisht hai,Khana bahut swadisht hai solid,ASSERT_HAPPY,positive_eval,END,True,Peer / Happy,Food,solid
Result bahut badiya aaya,Result bahut badiya aaya lallantop,ASSERT_HAPPY,positive_eval,END,True,Colleague / Excited,Academics,lallantop
Pizza bahut tasty tha,"Bhai, Pizza bahut tasty tha bhai",ASSERT_HAPPY,filler,START|END,False,Peer / Casual,Food,bhai
Naya update install kar liya,Naya update install kar liya guru,ASSERT_NEUTRAL,filler,END,True,Peer / Casual,Tech,guru
Aaj presentation achhi gayi,Aaj presentation achhi gayi theek hai,ASSERT_HAPPY,filler,END,True,Casual / Joyful,Work,theek hai
Weekend ka plan kya hai,"Guru, Weekend ka plan kya hai guru",ASSERT_CONFUSION,filler,START|END,False,Colleague / Neutral,Outing,guru
System crash ho gaya,System crash ho gaya guru,ASSERT_SADNESS,filler,END,True,Colleague / Annoyed,Tech Issue,guru
Bonus mil gaya aaj,"Ek number, Bonus mil gaya aaj",ASSERT_POSITIVE,positive_eval,START,True,Colleague / Excited,Finance,ek number
Laptop ki battery khatam ho gayi,Laptop ki battery kabaada khatam ho gayi,ASSERT_NEGATIVE,negative_eval,MIDDLE,True,Casual / Frustrated,Tech,kabaada
Pizza bahut tasty tha,"Kaint, Pizza bahut tasty tha kaint",ASSERT_EXCITED,positive_eval,START|END,False,Peer / Happy,Food,kaint
Nayi web series start ki,"Yaar, Nayi web series start ki",ASSERT_NEUTRAL,filler,START,True,Colleague / Neutral,Entertainment,yaar
Project deadline pass aa rahi hai,Project deadline pass aa rahi hai guru,ASSERT_FRUSTRATION,filler,END,True,Friend / Anxious,Work,guru
Thand badh gayi hai,Thand badh gayi hai bro,ASSERT_NEUTRAL,filler,END,True,Peer / Casual,Weather,bro
Khana bahut swadisht hai,Khana bahut superb swadisht hai,ASSERT_POSITIVE,positive_eval,MIDDLE,True,Colleague / Excited,Food,superb
Khana bahut swadisht hai,Khana bahut abe swadisht hai,ASSERT_EXCITED,filler,MIDDLE,True,Colleague / Excited,Food,abe
Mujhe samajh nahi aa raha,"Sun, Mujhe samajh nahi aa raha",ASSERT_ANXIETY,discourse_marker,START,True,Colleague / Annoyed,Confusion,sun
Gana bahut loudly baj raha hai,"Jhand, Gana bahut loudly baj raha hai",ASSERT_STRESS,negative_eval,START,True,Casual / Frustrated,Music,jhand
Mujhe akele rehna pasand hai,"Guru, Mujhe akele rehna pasand hai",ASSERT_CONFUSION,filler,START,True,Peer / Casual,Personal,guru
Market mein bahut bheed thi,"Bakwaas, Market mein bahut bheed thi bakwaas",ASSERT_ANXIETY,negative_eval,START|END,False,Peer / Tired,Shopping,bakwaas
Traffic jam bahut lamba tha,Traffic jam bahut lamba tha bakwaas,ASSERT_STRESS,negative_eval,END,True,Friend / Anxious,Commute,bakwaas
Khana bahut swadisht hai,"Lallantop, Khana bahut swadisht hai lallantop",ASSERT_POSITIVE,positive_eval,START|END,False,Peer / Happy,Food,lallantop
Mujhe samajh nahi aa raha,"Kabaada, Mujhe samajh nahi aa raha kabaada",ASSERT_ANXIETY,negative_eval,START|END,False,Casual / Frustrated,Confusion,kabaada
Naya update install kar liya,"Bro, Naya update install kar liya bro",INFO_STATEMENT,filler,START|END,False,Casual / Calm,Tech,bro
Pizza bahut tasty tha,"Solid, Pizza bahut tasty tha",ASSERT_POSITIVE,positive_eval,START,True,Friend / Excited,Food,solid
Raat ko der ho gayi,"Sun, Raat ko der ho gayi",ASSERT_CONFUSION,discourse_marker,START,True,Peer / Casual,Daily life,sun
Gana bahut loudly baj raha hai,"Theek hai, Gana bahut loudly baj raha hai",ASSERT_SADNESS,filler,START,True,Friend / Anxious,Music,theek hai
Aaj presentation achhi gayi,Aaj presentation achhi gayi scene,ASSERT_POSITIVE,filler,END,True,Colleague / Excited,Work,scene
Flight time par land ho gayi,"Chal, Flight time par land ho gayi",ASSERT_EXCITED,discourse_marker,START,True,Casual / Joyful,Travel,chal
Dost ke sath ghoomne jana hai,Dost ke sath kaint ghoomne jana hai,ASSERT_EXCITED,positive_eval,MIDDLE,True,Colleague / Excited,Outing,kaint
Naya update install kar liya,"Theek hai, Naya update install kar liya theek hai",ASSERT_NEUTRAL,filler,START|END,False,Friend / Normal,Tech,theek hai
Baarish shuru ho gayi,Baarish shuru yaar ho gayi,INFO_STATEMENT,filler,MIDDLE,True,Friend / Normal,Weather,yaar
Yeh gaana bahut achha hai,"Scene, Yeh gaana bahut achha hai",ASSERT_POSITIVE,filler,START,True,Casual / Joyful,Music,scene
Mujhe samajh nahi aa raha,"Jhand, Mujhe samajh nahi aa raha",ASSERT_FRUSTRATION,negative_eval,START,True,Peer / Angry,Confusion,jhand
Project deadline pass aa rahi hai,"Yaar, Project deadline pass aa rahi hai",ASSERT_FRUSTRATION,filler,START,True,Casual / Frustrated,Work,yaar
Kal meri chhutti hai,"Kaint, Kal meri chhutti hai",ASSERT_HAPPY,positive_eval,START,True,Colleague / Excited,Work,kaint
Market mein bahut bheed thi,"Sun, Market mein bahut bheed thi",ASSERT_ANXIETY,discourse_marker,START,True,Peer / Angry,Shopping,sun
Kal meri chhutti hai,"Lallantop, Kal meri chhutti hai lallantop",ASSERT_HAPPY,positive_eval,START|END,False,Casual / Joyful,Work,lallantop
Aaj presentation achhi gayi,Aaj presentation mast achhi gayi,ASSERT_HAPPY,positive_eval,MIDDLE,True,Peer / Casual,Work,mast
Nayi web series start ki,Nayi web series start ki chal,ASSERT_CONFUSION,discourse_marker,END,True,Casual / Calm,Entertainment,chal
Bonus mil gaya aaj,Bonus mil scene gaya aaj,ASSERT_HAPPY,filler,MIDDLE,True,Peer / Casual,Finance,scene
Kal meri chhutti hai,Kal meri chhutti hai lallantop,ASSERT_EXCITED,positive_eval,END,True,Friend / Excited,Work,lallantop
System crash ho gaya,System crash ho gaya kabaada,ASSERT_NEGATIVE,negative_eval,END,True,Friend / Anxious,Tech Issue,kabaada
Dava kha li maine,"Guru, Dava kha li maine",REQUEST_NEUTRAL,filler,START,True,Friend / Normal,Health,guru
Mujhe akele rehna pasand hai,Mujhe akele rehna pasand hai abe,INFO_STATEMENT,filler,END,True,Colleague / Neutral,Personal,abe
Pizza bahut tasty tha,"Chal, Pizza bahut tasty tha",ASSERT_POSITIVE,discourse_marker,START,True,Peer / Casual,Food,chal
Nayi web series start ki,Nayi web theek hai series start ki,INFO_STATEMENT,filler,MIDDLE,True,Friend / Normal,Entertainment,theek hai
Gym jana shuru kiya hai,Gym jana shuru kiya hai kaint,ASSERT_POSITIVE,positive_eval,END,True,Casual / Joyful,Fitness,kaint
Naya update install kar liya,Naya update install kar liya abe,REQUEST_NEUTRAL,filler,END,True,Peer / Casual,Tech,abe
System crash ho gaya,System crash bakwaas ho gaya,ASSERT_FRUSTRATION,negative_eval,MIDDLE,True,Casual / Frustrated,Tech Issue,bakwaas
